Region,Vote_Type,Vote_Percentage
Wales,Leave,45.51651281041484
South East,Leave,64.51319251824593
Northern Ireland,Leave,46.141138427523984
Northern Ireland,Leave,49.98178794714871
Scotland,Leave,45.90851174753906
Northern Ireland,Leave,65.31743417260091
Yorkshire,Remain,67.0564911908834
Greater London,Remain,45.90912200827163
Yorkshire,Leave,56.22507262250306
South East,Leave,45.2398136719164
North East,Remain,59.5637535225428
Wales,Leave,58.71367601191903
Yorkshire,Remain,44.49680516492386
Greater London,Leave,41.22993544275595
Greater London,Remain,67.2413286030374
South East,Leave,43.17660595733343
Wales,Leave,63.29862003449013
Wales,Leave,48.563832593556704
West Midlands,Leave,46.892500445671786
East Midlands,Leave,56.6107863814303
Yorkshire,Remain,53.80847522299525
Northern Ireland,Remain,63.32661799320901
Scotland,Leave,40.56398956428238
Wales,Leave,58.583286522778806
East Midlands,Leave,45.96710908187854
Greater London,Remain,69.74628833036651
South East,Remain,46.14891676890517
Yorkshire,Remain,64.38666293703892
South East,Leave,40.00362494049422
North East,Leave,69.62554133087946
East Midlands,Remain,51.60824886205116
Wales,Remain,69.72064745114317
Yorkshire,Remain,66.53549922998673
West Midlands,Leave,65.63883491254829
Greater London,Remain,68.78560801245061
Greater London,Remain,55.350811151438
East Midlands,Leave,64.90307054684462
Greater London,Remain,56.30153445211798
Northern Ireland,Remain,64.76831839478336
Yorkshire,Remain,69.96940323042129
South East,Remain,51.05743204982769
East Midlands,Leave,40.22134122867658
Northern Ireland,Remain,47.8422213949855
East Midlands,Remain,52.80113126154599
South East,Remain,50.664000582793356
East Midlands,Remain,49.36356936340373
Yorkshire,Leave,59.266053978716414
Greater London,Remain,62.50480853338309
Scotland,Leave,68.29594839111274
Yorkshire,Leave,44.533750200921794
East Midlands,Remain,43.42599149579693
North East,Remain,42.4547628498985
Yorkshire,Remain,43.88285741779129
Greater London,Leave,60.48222056182866
Wales,Remain,63.581788473647165
South East,Remain,51.932720336728245
West Midlands,Leave,51.370004247554796
Yorkshire,Leave,59.542610410228505
Scotland,Remain,41.78916018369762
Greater London,Leave,46.62335816914621
North East,Leave,45.82904381825291
North East,Leave,64.18839067771502
West Midlands,Remain,67.4831742265676
Greater London,Leave,55.99739972676603
North East,Leave,51.13061351419567
Yorkshire,Leave,42.848867377259616
Northern Ireland,Leave,44.937809206606666
Northern Ireland,Remain,43.35685915721227
Greater London,Remain,62.15646287906823
Wales,Leave,64.24654889812149
Greater London,Remain,45.129634639654505
Northern Ireland,Leave,49.59292097944469
East Midlands,Remain,63.704636803455045
North East,Leave,56.27361642752592
Wales,Remain,61.61116629953324
Scotland,Leave,59.27780813782477
South East,Remain,64.17898072584798
South East,Remain,44.51875239309895
North East,Remain,58.62849296177009
Greater London,Leave,54.34805039530947
East Midlands,Leave,61.600394027954735
South East,Remain,43.43248371850623
South East,Remain,51.10197315849164
Yorkshire,Remain,68.20588415997985
East Midlands,Leave,69.28892515937994
West Midlands,Remain,58.37389621059398
Greater London,Leave,62.73325100934929
East Midlands,Remain,43.02491664517326
Scotland,Leave,63.874851704101594
Yorkshire,Remain,66.18747277888423
Yorkshire,Leave,58.75379443146386
Wales,Remain,46.469400158460424
Scotland,Remain,49.806763890345884
Wales,Leave,62.62463175432984
Yorkshire,Remain,52.67180739571606
Greater London,Remain,47.345218511923804
North East,Leave,67.83724630237512
South East,Leave,42.57120476179041
Scotland,Leave,44.59847985910237
Scotland,Leave,62.10555191885706
Wales,Leave,57.613147165656514
Northern Ireland,Leave,52.3916651690061
North East,Remain,54.34832027486402
Northern Ireland,Leave,46.97320789821346
South East,Remain,63.03567421003345
Scotland,Remain,45.6671603807758
Yorkshire,Remain,68.73770588654718
Northern Ireland,Leave,67.57235626727888
North East,Leave,69.34583258266497
North East,Remain,60.46391279622816
Scotland,Leave,41.703003424077636
West Midlands,Remain,54.6748064128192
Wales,Leave,55.368059713588465
South East,Leave,69.23146859887427
East Midlands,Remain,67.70857646194449
Yorkshire,Remain,61.95454589197546
Scotland,Remain,46.6463718170899
Northern Ireland,Leave,64.47992690886464
Wales,Remain,53.75164992107767
East Midlands,Remain,54.70220287132565
West Midlands,Leave,64.69832342753132
Scotland,Remain,54.88874220670968
Northern Ireland,Leave,65.92584835540129
South East,Remain,55.988676151725265
East Midlands,Remain,50.258287298143266
Greater London,Remain,42.700401439012666
North East,Leave,42.71271328039852
Greater London,Leave,45.24237401491326
Greater London,Leave,61.06617075058696
West Midlands,Leave,45.930185338273034
East Midlands,Remain,69.82886335719992
Wales,Leave,64.31421154336503
East Midlands,Leave,59.602873901656935
West Midlands,Remain,45.67674073586615
West Midlands,Leave,65.24491279914878
West Midlands,Leave,48.15075491566291
West Midlands,Remain,50.761061452407446
South East,Remain,69.50108067341071
Yorkshire,Leave,67.63883739549715
Yorkshire,Remain,43.24993880837171
Yorkshire,Remain,53.10612371639811
North East,Remain,40.52191815527848
West Midlands,Leave,42.08861903157535
North East,Leave,53.716409976365334
North East,Leave,56.137941597563156
Northern Ireland,Remain,65.13982541107634
South East,Leave,49.1907230382665
Yorkshire,Remain,43.71884501084559
South East,Leave,50.25410511155673
Greater London,Remain,56.71589018434399
North East,Remain,46.52264161031199
Yorkshire,Leave,59.081532899056725
Yorkshire,Leave,55.057743156956846
South East,Leave,52.81703937782654
Wales,Leave,69.01734819355836
Yorkshire,Leave,60.77275067777019
South East,Leave,66.3543709193618
Wales,Remain,50.87086504966878
East Midlands,Remain,57.769844709743616
East Midlands,Leave,67.85984886342405
Yorkshire,Remain,56.643651338992925
East Midlands,Leave,58.83446681661372
East Midlands,Leave,61.11962186456671
Yorkshire,Remain,44.738058940822256
Northern Ireland,Leave,55.32091639568402
North East,Leave,45.97110400893297
Scotland,Leave,51.360346631987184
Yorkshire,Remain,57.73313204224577
East Midlands,Remain,53.53395808546367
South East,Remain,61.33583243589299
Yorkshire,Remain,55.91794309506182
South East,Remain,46.85078178318692
Greater London,Remain,59.76628048143546
Northern Ireland,Leave,60.7381798180336
South East,Remain,41.0718480424247
North East,Leave,64.32983906799844
Northern Ireland,Remain,64.08307505715075
Yorkshire,Remain,40.80327122607259
Northern Ireland,Leave,44.44825846414303
North East,Remain,65.33737983485634
North East,Remain,59.29150664673177
South East,Remain,68.64721663507945
North East,Leave,54.476506824347034
Yorkshire,Leave,62.33585791831381
Scotland,Leave,49.61545612449739
Scotland,Leave,46.36388886631668
Greater London,Remain,53.76413994639496
Yorkshire,Leave,49.99066128095492
North East,Leave,41.12639780542952
Wales,Remain,50.844974705477334
West Midlands,Remain,40.45752755474171
North East,Remain,48.89288999625251
East Midlands,Remain,50.6920766350588
Northern Ireland,Remain,53.461664147531124
Greater London,Leave,52.05026344556669
South East,Remain,40.148077527324354
Wales,Remain,43.995445424969226
West Midlands,Remain,64.78998952972361
West Midlands,Remain,63.49808835695276
Wales,Leave,50.69223001683247
South East,Remain,40.86927310869131
West Midlands,Remain,58.50727570056896
Scotland,Leave,44.246747258947934
Yorkshire,Leave,42.03988158490375
North East,Remain,55.89194581493178
South East,Remain,67.7009622632013
Greater London,Leave,40.60273594144695
Greater London,Remain,57.55874871789476
South East,Remain,65.17642413406517
Wales,Leave,52.85518455011288
West Midlands,Remain,63.052080830588956
Wales,Remain,59.56853209788033
North East,Leave,45.17972202023207
Yorkshire,Remain,45.7338995145356
South East,Leave,40.4064292493746
Yorkshire,Leave,59.324344985291106
West Midlands,Remain,65.3302861454982
North East,Remain,49.3311903902503
Wales,Remain,64.52788058800752
Yorkshire,Remain,64.02808071701378
Greater London,Leave,66.4647565636089
East Midlands,Remain,47.77100176217054
Scotland,Leave,50.595974726597966
East Midlands,Leave,68.24134298789153
West Midlands,Remain,55.30237583378967
South East,Remain,63.435079191090594
Greater London,Leave,66.78800669184368
Northern Ireland,Remain,64.21931221534022
Scotland,Leave,49.546517648151436
Scotland,Leave,52.09354801226224
West Midlands,Leave,52.42564045933317
Wales,Remain,52.22818537958882
Scotland,Leave,60.13198693920991
South East,Leave,45.81747673304749
Greater London,Leave,59.862870802442515
Greater London,Remain,57.18153684119507
North East,Remain,51.397013593173995
South East,Remain,69.52571532991391
Wales,Leave,69.25132923673664
North East,Remain,54.00966691113676
Scotland,Remain,45.00753099724051
Greater London,Leave,46.582631220539014
Scotland,Remain,61.965837430338524
Scotland,Leave,69.85710914793215
Wales,Leave,54.941621579151814
North East,Leave,44.512546834579815
Greater London,Leave,55.37761913953101
Northern Ireland,Remain,54.95851410609931
Scotland,Remain,46.799159128302456
Yorkshire,Remain,48.363014910634206
Wales,Remain,61.54859352378172
Northern Ireland,Leave,61.364314708072925
North East,Leave,49.41183485012819
West Midlands,Remain,63.541297362927665
Wales,Leave,54.60062986363125
West Midlands,Remain,50.910002008378996
East Midlands,Leave,58.81480042636325
East Midlands,Remain,63.38181765193684
South East,Leave,60.71123789718709
East Midlands,Leave,69.50536049275523
Yorkshire,Remain,43.11701555496227
Yorkshire,Remain,44.5275681501619
Wales,Leave,51.50951436986071
Greater London,Remain,61.354969973710965
South East,Leave,40.59635177495243
West Midlands,Remain,43.81512782199383
Northern Ireland,Leave,49.113056055862515
Yorkshire,Remain,55.07645350449188
Greater London,Leave,65.67418528599237
Greater London,Remain,62.517623010775644
North East,Leave,55.78884726104137
Wales,Remain,69.90899025284243
Greater London,Leave,61.510352240373244
North East,Leave,51.41921228242891
Wales,Leave,62.62062400921603
Yorkshire,Remain,61.96961266707123
Scotland,Remain,65.49813233142089
Scotland,Remain,63.97997308544592
Greater London,Leave,48.30639465167355
West Midlands,Remain,53.43256069270144
Yorkshire,Leave,44.170717002872614
South East,Leave,42.52358288656644
Wales,Remain,43.418193555817766
Yorkshire,Remain,65.73459142211239
South East,Leave,63.47694476355633
West Midlands,Leave,52.53233432351729
Greater London,Remain,59.98256036642158
West Midlands,Leave,64.78896793007014
Wales,Leave,69.59717346853904
Yorkshire,Leave,40.094740721998704
South East,Remain,42.040595763277985
Wales,Remain,56.71758334855229
Scotland,Remain,40.84020394878092
West Midlands,Leave,41.979162663643024
North East,Remain,65.01045877982565
Scotland,Remain,68.52355597338939
Yorkshire,Remain,50.792909656744
Northern Ireland,Remain,60.60806233260105
South East,Leave,44.50795754086843
Scotland,Remain,60.88475273154639
South East,Remain,42.126005575938905
Greater London,Remain,68.06199054680329
West Midlands,Remain,58.03400926319712
Greater London,Leave,69.5640469616692
Greater London,Remain,47.66581679656125
Greater London,Remain,44.47116636880852
South East,Remain,48.42250498024589
East Midlands,Remain,68.36430166285685
East Midlands,Leave,55.42495197443786
North East,Remain,43.21107121014183
South East,Leave,51.92699397145078
Scotland,Remain,68.32992097506943
Yorkshire,Leave,66.47168065129708
South East,Remain,67.25602118603237
Greater London,Remain,54.22663010578028
Northern Ireland,Remain,56.38972815296706
Wales,Remain,63.85778979397789
Wales,Remain,44.307224868797356
West Midlands,Remain,43.38092800277134
South East,Remain,53.39092139784194
Greater London,Leave,45.28864280533382
Greater London,Leave,65.03978536669108
Wales,Leave,55.695917201883255
Wales,Remain,50.623759427455695
East Midlands,Leave,64.92186454256864
West Midlands,Remain,64.08010980864562
South East,Remain,57.850143546853374
South East,Remain,49.37811764669433
Yorkshire,Remain,53.40711477759557
Greater London,Remain,50.038727743515025
North East,Remain,42.460781396490994
East Midlands,Remain,64.07680492222397
East Midlands,Remain,55.512914135500935
East Midlands,Leave,59.75432381204254
East Midlands,Remain,55.64576824438476
Scotland,Leave,68.46256428029432
West Midlands,Remain,53.37133046352889
South East,Remain,66.48071473202451
South East,Leave,56.23231535156194
Yorkshire,Leave,67.32691660974174
Scotland,Remain,55.09613884100467
Wales,Leave,69.44907048552207
South East,Remain,62.77284354836867
East Midlands,Leave,45.95152557388171
South East,Leave,64.79915902760953
West Midlands,Leave,66.56082294959303
Wales,Remain,64.3569915172975
East Midlands,Remain,50.584217525095994
Scotland,Remain,56.98976282260277
Greater London,Leave,53.80019296901347
South East,Remain,66.78731461209578
Wales,Leave,59.52932502040257
North East,Remain,55.42727934804629
South East,Remain,69.34810110125576
Wales,Remain,66.02873422071887
North East,Leave,65.16530543406812
South East,Leave,53.12672203899275
East Midlands,Remain,58.79466458078107
Northern Ireland,Leave,52.53448328241437
Scotland,Remain,46.95515430565116
Wales,Remain,52.83322079673067
Wales,Leave,63.208596924542356
South East,Remain,69.52779718277225
Wales,Remain,42.817999191581066
Northern Ireland,Leave,40.11318708930574
Northern Ireland,Leave,47.959759956487446
Greater London,Leave,63.62148702091966
North East,Leave,64.90443943057872
South East,Remain,55.9418448926287
Greater London,Leave,44.314944137465
West Midlands,Remain,46.152547869549515
Yorkshire,Remain,64.12085525252704
North East,Leave,68.78607621959878
South East,Leave,61.239936159557864
Wales,Leave,55.819138911363524
North East,Leave,63.58725742017067
West Midlands,Remain,41.025175390246474
Wales,Remain,48.888971535740204
South East,Remain,51.862781206410155
Yorkshire,Leave,61.311874173922995
Wales,Leave,40.7749788534345
South East,Leave,44.06971906145198
West Midlands,Remain,66.37429502559996
North East,Remain,55.25606024310656
North East,Remain,54.921165933940046
Greater London,Remain,50.10633136527767
Yorkshire,Leave,68.0657491249508
Wales,Remain,49.619062942459976
Northern Ireland,Leave,43.29260226063554
North East,Leave,64.33398233256999
South East,Remain,49.553987258865234
Wales,Leave,47.76167023510554
Wales,Leave,55.05308910643198
West Midlands,Leave,56.176162206633805
South East,Remain,67.3900543606082
South East,Leave,44.66028815548918
Scotland,Remain,55.986620186756326
West Midlands,Leave,40.550590474561545
Yorkshire,Leave,57.60354089092748
South East,Remain,66.29827296734366
East Midlands,Leave,56.29992655999908
South East,Remain,66.00817241692722
West Midlands,Remain,55.24318504507576
Scotland,Remain,60.67137407323813
Greater London,Remain,44.8998778441036
Wales,Remain,40.355372069565306
North East,Remain,57.06213474063928
Greater London,Leave,51.677042618453356
West Midlands,Leave,50.632719575883606
West Midlands,Leave,67.52258390802163
Yorkshire,Remain,54.90879223608526
Yorkshire,Remain,47.532497927024664
North East,Remain,61.09379662780805
Yorkshire,Remain,57.076872723621165
Scotland,Leave,52.06336808177905
West Midlands,Leave,49.05973847143187
East Midlands,Leave,43.50699662356175
Wales,Remain,42.64828074313911
West Midlands,Leave,68.66538906938428
East Midlands,Leave,65.97919804374732
West Midlands,Leave,54.787326770261146
Greater London,Remain,42.902724415493125
Wales,Remain,48.98254155721924
Scotland,Remain,67.51960816739964
Yorkshire,Remain,50.21086615585996
South East,Remain,40.483186348796906
Scotland,Leave,54.708490746250035
Greater London,Leave,69.5021898302728
Yorkshire,Leave,66.75678956034594
Scotland,Remain,54.78311341074348
Wales,Leave,56.525543765777385
South East,Remain,60.00460726353941
Yorkshire,Remain,68.16569236573578
Scotland,Remain,42.01499833133919
North East,Remain,54.99238517611868
Scotland,Remain,59.87742153565998
Northern Ireland,Leave,54.179271717430765
Greater London,Leave,55.949345360020665
West Midlands,Leave,65.18291833538439
East Midlands,Remain,44.56335887424063
Scotland,Leave,48.779549168114016
Scotland,Remain,68.34161786226773
Wales,Leave,59.438229618549386
Wales,Leave,61.58599528773539
Northern Ireland,Leave,60.46016541157552
Scotland,Leave,62.77806261168217
Yorkshire,Leave,56.994404220924224
Yorkshire,Remain,52.14320805740348
Scotland,Remain,50.039963726816126
West Midlands,Remain,55.179012887245825
Greater London,Remain,47.55946938459601
Yorkshire,Leave,57.98900634756596
Northern Ireland,Remain,57.36880002942034
West Midlands,Remain,57.345445083695935
West Midlands,Remain,68.37674470390184
North East,Leave,44.162290385498395
Greater London,Leave,60.95923646573798
Wales,Leave,56.7586655930236
North East,Remain,46.809218788709316
West Midlands,Remain,62.924906253856165
West Midlands,Leave,67.13116990662843
Scotland,Remain,69.92246658875523
South East,Remain,40.91042325975381
Greater London,Remain,54.13608181824608
Scotland,Remain,55.488817311895296
East Midlands,Remain,40.03370977072829
Wales,Remain,59.4539560621602
North East,Remain,57.10357801761137
Wales,Leave,59.89019047195224
Yorkshire,Remain,61.17455885459509
Yorkshire,Leave,59.352044452564286
West Midlands,Leave,48.93616588373049
Greater London,Leave,41.679035023438786
Wales,Remain,46.57814620618234
Northern Ireland,Leave,58.505406610537904
Scotland,Remain,66.92203658887348
Northern Ireland,Leave,54.071491226150094
Yorkshire,Leave,51.61636431049936
North East,Leave,59.96956430109661
Greater London,Remain,54.397592651349086
East Midlands,Leave,42.344763687774375
Scotland,Remain,52.3187896364142
West Midlands,Leave,46.060052972762335
Wales,Leave,54.186028008218436
Yorkshire,Leave,53.02268441746399
Scotland,Remain,52.210944464829744
East Midlands,Leave,57.914620314938034
North East,Remain,52.46982862178346
North East,Remain,62.95675728144254
North East,Remain,60.775777418874284
North East,Remain,45.1821524809002
Yorkshire,Remain,40.67140378968862
Northern Ireland,Leave,46.9824768692061
Yorkshire,Leave,46.743949072564604
Wales,Remain,63.97874921586633
South East,Leave,58.38305043043695
South East,Remain,42.40282238594161
South East,Remain,57.6467062194683
Greater London,Remain,45.67804035738801
Northern Ireland,Leave,66.99114017613068
Greater London,Remain,43.91899822179436
Scotland,Leave,68.54781425307935
West Midlands,Remain,64.43162732164492
Wales,Remain,52.14874135729486
Northern Ireland,Leave,63.14977103340691
North East,Leave,45.44544552483873
North East,Remain,50.583343114712704
West Midlands,Leave,62.69179901358831
North East,Remain,58.51809336108516
Greater London,Remain,64.03121800656014
South East,Remain,41.11907593861951
Yorkshire,Leave,43.612105345160266
Wales,Leave,40.72949718220985
South East,Leave,51.503958627462936
Scotland,Remain,65.97500606629333
West Midlands,Remain,66.9530954179917
North East,Leave,68.92189003844457
West Midlands,Leave,58.93037900323919
Wales,Remain,68.65585475145853
South East,Leave,53.08341609520683
Yorkshire,Leave,49.77023066250174
North East,Leave,54.84648858908399
Yorkshire,Leave,61.08978203507554
Northern Ireland,Remain,68.0959524139702
Greater London,Remain,61.67651048762545
South East,Remain,53.64887261074194
Wales,Leave,57.99871634298994
South East,Remain,58.496231850142635
Scotland,Leave,40.30416864343908
Greater London,Remain,52.410320075618145
North East,Remain,68.64559811454862
East Midlands,Leave,52.219885278971475
Northern Ireland,Remain,57.2584070050833
East Midlands,Leave,64.08632364319641
West Midlands,Leave,57.16496216426685
Yorkshire,Remain,49.51432761910438
North East,Leave,46.595442241927515
Northern Ireland,Leave,55.51448943636589
Greater London,Leave,66.8190007783487
South East,Remain,55.89829120164113
Greater London,Remain,47.01945294939688
West Midlands,Remain,43.16563392879563
Yorkshire,Leave,41.622694790144386
East Midlands,Leave,53.09117284486921
East Midlands,Remain,62.803637734109586
Wales,Remain,53.83114125247897
Northern Ireland,Leave,49.111193274442485
Northern Ireland,Remain,50.10570433933593
South East,Leave,62.613806666606294
Wales,Remain,66.15581302832425
East Midlands,Remain,48.879569338452875
Scotland,Leave,46.79841970037776
North East,Remain,65.46973794321308
Greater London,Leave,51.83996366710301
Yorkshire,Remain,46.999005933126426
Wales,Leave,62.23529425621326
Northern Ireland,Leave,40.886745692893335
East Midlands,Leave,56.99854190540191
Northern Ireland,Remain,47.173882777840234
East Midlands,Remain,44.396430386563026
Greater London,Remain,48.85214171495114
North East,Leave,50.93757365640509
East Midlands,Remain,41.96526648631958
Wales,Remain,49.22425067367294
Yorkshire,Remain,43.42780431322518
West Midlands,Remain,56.26206104982117
West Midlands,Remain,61.94821275875515
Yorkshire,Remain,41.24390828005884
Greater London,Leave,40.9534805702576
North East,Remain,59.930744743835774
West Midlands,Leave,54.95417671898403
South East,Remain,65.4839479190198
West Midlands,Leave,67.63224486264033
Yorkshire,Leave,51.08031943650072
West Midlands,Leave,42.9934447387245
Yorkshire,Leave,47.41866514714313
North East,Remain,59.26540221791709
South East,Remain,47.10229221374539
North East,Leave,69.46324760994968
West Midlands,Remain,46.84487278911614
West Midlands,Leave,64.36970639794033
Yorkshire,Leave,45.39586976229445
West Midlands,Remain,59.82078097122198
North East,Remain,56.52183273809537
Yorkshire,Leave,63.679104692124824
Wales,Remain,51.68208675625783
Northern Ireland,Leave,53.00979729067345
Yorkshire,Leave,63.12703317021409
West Midlands,Remain,56.787812213797835
Yorkshire,Remain,58.13147358542584
Wales,Leave,65.48814113157911
South East,Leave,44.62443543023332
Scotland,Remain,47.09689204488954
Scotland,Remain,42.021774542742264
Northern Ireland,Leave,59.66942710525076
Yorkshire,Remain,44.66444270113549
Greater London,Leave,61.924086542704195
West Midlands,Remain,58.32035304784776
Northern Ireland,Leave,51.758442491716075
Scotland,Remain,59.21433356017493
Yorkshire,Remain,69.13117393310581
West Midlands,Remain,64.36057298910544
Scotland,Remain,62.397322146628724
Yorkshire,Remain,66.34320049570672
Yorkshire,Remain,47.82144148358912
Greater London,Leave,61.464451264818656
Greater London,Leave,59.87783472145416
North East,Remain,50.42582574218289
Yorkshire,Remain,40.207193055195
Northern Ireland,Leave,67.5506924224052
North East,Leave,48.284770605438815
Scotland,Remain,40.473494114300415
Scotland,Leave,64.29166794585063
Northern Ireland,Remain,43.39716133059779
Northern Ireland,Leave,61.55174835085805
Greater London,Remain,56.76329140392049
Scotland,Leave,58.98536111651249
East Midlands,Leave,61.89057221115204
North East,Remain,60.26221602717522
North East,Remain,67.21918629162207
West Midlands,Remain,57.01317468567291
South East,Remain,63.74709526099912
South East,Leave,66.28738893034345
Northern Ireland,Leave,59.26343652533518
Greater London,Leave,41.52354561198952
Wales,Remain,41.854059017610155
South East,Leave,68.7705897303438
West Midlands,Leave,60.333949413667334
West Midlands,Leave,63.68943330042412
Yorkshire,Remain,47.92810107100501
East Midlands,Remain,54.415482560410254
Scotland,Remain,42.16451765660559
Yorkshire,Remain,63.035853682822285
Greater London,Remain,64.10466978025673
South East,Leave,54.87996142477127
South East,Remain,40.36260121517826
South East,Remain,58.50875843363856
Greater London,Remain,52.42231335168593
Wales,Leave,66.2448922980127
West Midlands,Leave,63.08729709232969
West Midlands,Remain,52.90742667806487
North East,Leave,49.630152426696384
Greater London,Remain,45.974493254440034
South East,Leave,44.37182459185685
West Midlands,Leave,60.145742279271346
Northern Ireland,Leave,59.68734392595878
North East,Remain,56.80132439343875
Wales,Leave,61.52545752434942
West Midlands,Leave,54.099529867650816
East Midlands,Leave,47.39130774009106
Yorkshire,Leave,66.54427853616227
East Midlands,Leave,64.13545231956327
South East,Leave,62.47944307276158
Scotland,Remain,64.80309166823064
Scotland,Leave,46.869912862033836
Yorkshire,Remain,44.22508031206253
Scotland,Remain,41.701308891897604
North East,Remain,65.7933176699098
Scotland,Remain,66.86897835547651
Greater London,Remain,42.39820796831833
Greater London,Remain,67.44276731906785
South East,Remain,56.21637590721356
East Midlands,Leave,53.530291432495986
Greater London,Leave,51.000100538402954
Scotland,Leave,60.287761417494124
Northern Ireland,Leave,44.07257215237245
Yorkshire,Remain,69.77419855759321
East Midlands,Leave,67.54349609007653
Scotland,Leave,55.041299712693856
South East,Remain,41.28885581247122
Northern Ireland,Leave,56.038642378113636
Scotland,Remain,61.47229624721557
Greater London,Remain,56.11290861578012
North East,Leave,64.87375387132481
Yorkshire,Remain,42.04373011114193
Northern Ireland,Remain,57.68893449978264
South East,Leave,65.30784866340746
North East,Remain,68.40436771865747
Wales,Leave,46.69018448454934
Greater London,Remain,67.15979946602934
North East,Leave,59.241040177907074
Greater London,Leave,45.88868770690092
Northern Ireland,Remain,69.01406071847462
Greater London,Leave,43.86819768216667
Wales,Leave,69.51959978540745
South East,Remain,40.258222894846895
Greater London,Leave,40.00478697862904
West Midlands,Remain,42.17145392991203
West Midlands,Remain,68.1086164282682
Yorkshire,Remain,54.46459468925208
Wales,Leave,59.47864961529342
West Midlands,Remain,52.66236970920592
East Midlands,Remain,51.05670110336969
South East,Remain,41.94644116482182
Northern Ireland,Leave,58.648512203420694
Northern Ireland,Leave,63.450874677152235
Wales,Leave,61.69507624811885
Northern Ireland,Leave,65.51024363676785
Northern Ireland,Remain,50.54003220236889
West Midlands,Leave,51.80851956939361
Northern Ireland,Leave,45.27252155657218
Yorkshire,Leave,68.84041299132024
Scotland,Leave,69.9820278454298
East Midlands,Leave,60.66366277788394
West Midlands,Remain,65.54010927090714
Scotland,Remain,63.5167349720846
North East,Leave,59.14037089433354
Northern Ireland,Leave,59.4617735787356
South East,Remain,40.67739535766527
Wales,Leave,50.90374330095821
Greater London,Remain,51.4980099922657
Greater London,Leave,41.77747369442199
Scotland,Leave,65.10868395879803
Scotland,Remain,49.64997957471369
East Midlands,Remain,40.61820901603771
South East,Remain,49.61607429636288
Scotland,Remain,52.87152708070631
Scotland,Leave,67.77621564191645
Scotland,Leave,64.32769381660636
Yorkshire,Remain,43.91989875365481
Greater London,Leave,51.77166937800544
Wales,Remain,48.693723818628314
South East,Leave,62.7141154936817
Yorkshire,Remain,60.298309130205865
East Midlands,Leave,48.78252746423237
Wales,Leave,69.03709260366229
Greater London,Leave,46.57678288669315
East Midlands,Remain,51.24001998190709
East Midlands,Remain,42.30360965667587
Scotland,Leave,62.26238388774203
North East,Leave,65.88745284911516
Yorkshire,Leave,40.05500000086866
South East,Leave,64.25013599848856
West Midlands,Leave,50.78135232843813
Northern Ireland,Remain,44.95811510374346
Wales,Leave,53.64891380059545
East Midlands,Remain,57.959434670154764
Yorkshire,Remain,51.557794060608266
Yorkshire,Remain,48.70225767371786
Northern Ireland,Leave,59.72719667942361
Greater London,Leave,62.42181236316516
East Midlands,Leave,52.435414047420565
Wales,Leave,47.76574753652351
Northern Ireland,Leave,53.69922147456997
Greater London,Remain,68.86760335835723
West Midlands,Remain,49.58542551472381
Greater London,Leave,61.45660012958197
North East,Leave,63.17003587482801
Scotland,Remain,51.28636714337235
Yorkshire,Remain,48.12445990948469
Wales,Remain,69.1604919659822
Yorkshire,Leave,47.90379940142462
Yorkshire,Remain,40.97998556493601
North East,Leave,59.28847097003157
Northern Ireland,Leave,56.838567466853
Greater London,Leave,47.79754593884386
Yorkshire,Remain,61.00708719367469
Wales,Remain,53.162984217762386
South East,Remain,66.83467410149689
Scotland,Leave,51.7788853856605
East Midlands,Remain,52.33238373620773
Yorkshire,Leave,59.94891635033821
Northern Ireland,Leave,43.08120682995884
Greater London,Leave,60.982139686342734
East Midlands,Remain,44.6467797932415
Greater London,Remain,45.425302715170936
Northern Ireland,Leave,58.56432994143121
South East,Leave,68.69005280730758
Northern Ireland,Leave,40.91989948481876
Yorkshire,Leave,50.516934005213685
Scotland,Leave,69.49638926732436
East Midlands,Remain,64.55020999287173
Greater London,Leave,61.41829600937948
West Midlands,Remain,43.86664215131262
North East,Remain,50.648236907974194
Yorkshire,Leave,42.39695804879084
Wales,Leave,55.37615874794959
North East,Remain,53.976880992320005
Wales,Leave,48.871294370097225
South East,Leave,54.75480308863622
West Midlands,Leave,42.540338130444184
Scotland,Leave,52.317476506054334
East Midlands,Remain,69.74344133462641
North East,Remain,63.9686879192698
Wales,Leave,68.13233279169998
Greater London,Leave,43.092730788901626
North East,Leave,60.11780209490817
Wales,Remain,63.16954663012653
West Midlands,Leave,56.45500827563954
Northern Ireland,Leave,57.58766237831629
Yorkshire,Leave,60.17874386474177
Northern Ireland,Leave,51.82411013671314
North East,Remain,49.13847497940507
West Midlands,Leave,46.120588334254414
East Midlands,Remain,59.233196084232524
Northern Ireland,Leave,50.87691829800721
Wales,Remain,53.311340325679254
Northern Ireland,Leave,45.801439582551005
Yorkshire,Remain,62.668025268487085
Wales,Leave,55.57005945445303
East Midlands,Remain,49.471466067939105
Wales,Leave,58.142167255948195
Greater London,Remain,57.6148466480695
Northern Ireland,Leave,66.73053785859223
Northern Ireland,Leave,65.33075993823265
West Midlands,Remain,42.58480965368591
East Midlands,Remain,41.99747415717992
Greater London,Remain,69.85153833522182
Greater London,Leave,51.762801879899094
North East,Remain,65.38169432457967
Yorkshire,Leave,69.57467936979236
Scotland,Leave,46.94375303343679
Greater London,Remain,69.32174418961091
Yorkshire,Remain,47.25500308971247
