Region,Voter_Turnout_Percentage,Support_Type
Yorkshire,78.99693201873842,Leave
Greater London,66.74568219633261,Leave
South East,66.21491928111067,Remain
North East,72.30994305825301,Leave
Scotland,72.41657039088747,Leave
Wales,70.34645597218315,Leave
West Midlands,67.50193904613903,Leave
Scotland,62.041283586254195,Leave
South East,67.63206872551658,Leave
Yorkshire,79.20371691541015,Leave
Greater London,75.29464520577486,Leave
Greater London,69.8716117706516,Leave
South East,65.15843420415442,Remain
West Midlands,72.19246837604014,Remain
Wales,75.41227905087763,Remain
Northern Ireland,76.14275544476013,Remain
Yorkshire,62.7600066615311,Leave
Greater London,67.51291618483495,Leave
North East,73.33903841518155,Remain
Wales,60.2555778980046,Leave
Scotland,69.2908686842914,Leave
Scotland,72.06148461852118,Leave
West Midlands,64.38027407732964,Remain
Wales,75.69801827377036,Remain
Yorkshire,67.89736563289767,Remain
West Midlands,62.74750111170673,Leave
East Midlands,72.6371343477066,Leave
Greater London,63.43316939370851,Remain
Yorkshire,76.2435762473096,Leave
East Midlands,68.60142140227072,Remain
Wales,78.63351317406173,Remain
Northern Ireland,65.72922706408917,Remain
West Midlands,78.91107168756344,Remain
Scotland,70.92682994434816,Remain
South East,61.68940316740112,Leave
Wales,78.3779187476134,Remain
Yorkshire,74.93106220316605,Leave
Northern Ireland,66.12418864147368,Leave
South East,61.43158213963824,Leave
South East,73.42307570128563,Remain
West Midlands,64.40560976339201,Remain
Northern Ireland,69.26540811159256,Leave
Yorkshire,76.48060490140308,Remain
Scotland,71.61682335632291,Leave
North East,78.4319443055972,Leave
Scotland,78.07330009804356,Remain
West Midlands,71.28364579682798,Leave
West Midlands,63.968787098311424,Leave
West Midlands,64.63983374044707,Leave
West Midlands,77.72722940058038,Remain
North East,68.19436621648481,Leave
Yorkshire,64.18569824185447,Leave
North East,79.22220036593605,Remain
West Midlands,75.68247108809612,Remain
North East,74.92319708185646,Leave
South East,65.25205452079874,Leave
Yorkshire,61.35996156006128,Remain
Greater London,70.95917966655917,Remain
Yorkshire,64.98764383758663,Remain
Wales,77.13583962613495,Remain
West Midlands,60.63379477708063,Remain
South East,73.3422594896379,Leave
Scotland,75.31733876843639,Leave
South East,66.9498885520338,Remain
West Midlands,61.638910917458205,Leave
West Midlands,77.67788926455182,Leave
Scotland,67.05082938348386,Remain
Northern Ireland,71.08382825174598,Leave
Greater London,60.826922770763986,Leave
Greater London,61.38757931993353,Remain
Wales,71.24043345822137,Remain
Northern Ireland,66.17674939386534,Leave
Wales,75.7964732684611,Remain
Greater London,77.2602900060219,Remain
North East,79.17910667574478,Remain
North East,62.780598811808574,Leave
West Midlands,69.52427881541173,Remain
Northern Ireland,75.18157329774785,Leave
Scotland,60.24984297823656,Remain
North East,74.04213018047152,Leave
East Midlands,79.78977712528781,Leave
Greater London,65.97777655140409,Leave
East Midlands,79.37014735720525,Leave
Northern Ireland,78.20281816824198,Remain
Northern Ireland,73.08104955528863,Remain
Wales,62.50810377511941,Leave
Scotland,68.86797447571907,Remain
Yorkshire,77.65180939040792,Leave
Scotland,69.26435786452085,Remain
Wales,72.43616979708446,Leave
Scotland,78.71492496339245,Remain
Wales,70.44356313096114,Remain
West Midlands,70.19042947430961,Leave
West Midlands,60.936681177489426,Remain
Scotland,77.83239301209254,Remain
Greater London,68.76065101624454,Leave
North East,73.0446717562138,Remain
North East,75.16353148946646,Leave
Scotland,64.4507214462843,Remain
Wales,78.1905493224144,Remain
East Midlands,78.3344166664368,Remain
Wales,60.74083232522213,Remain
Yorkshire,75.20892270244545,Remain
North East,72.42060808083762,Remain
Scotland,62.670284675019836,Remain
Greater London,72.68847880338828,Remain
North East,62.403007514118215,Remain
Yorkshire,75.3764753814985,Leave
Northern Ireland,79.05103726850271,Leave
West Midlands,65.33490974328511,Remain
Northern Ireland,71.44449175161412,Remain
Northern Ireland,60.00529546289352,Leave
Yorkshire,73.48071433226298,Leave
East Midlands,77.34550912664707,Leave
Northern Ireland,68.02078690907194,Leave
East Midlands,74.87436480336208,Leave
Scotland,60.14435547866174,Leave
Wales,60.64402664106986,Remain
Scotland,62.387393207825056,Remain
Northern Ireland,67.6670743094297,Leave
Yorkshire,68.72450746435409,Remain
Yorkshire,77.00857124288272,Leave
Northern Ireland,70.16956428533808,Remain
West Midlands,65.94855070428699,Remain
Northern Ireland,76.91857509691505,Remain
Wales,77.74442004563188,Leave
West Midlands,72.7051404279176,Remain
Yorkshire,79.5886753827605,Remain
West Midlands,60.40641887493248,Remain
South East,71.84438311966582,Leave
Northern Ireland,78.51765113078439,Remain
South East,77.11298084957973,Leave
South East,66.94215407576837,Remain
East Midlands,76.86919748726476,Leave
Northern Ireland,74.08465668158006,Remain
East Midlands,72.86268364005976,Remain
East Midlands,74.94058190726008,Remain
North East,62.125240868798905,Remain
Northern Ireland,73.24154483003008,Remain
Yorkshire,78.87571371501525,Leave
South East,64.7092555152202,Leave
Greater London,71.00186384964233,Remain
West Midlands,79.33397412981482,Leave
Wales,72.13786803215851,Remain
North East,73.62540071046878,Leave
Greater London,63.33192015965283,Remain
South East,63.606109875077784,Remain
Wales,61.56959143245589,Remain
Scotland,75.66718837152936,Leave
Greater London,77.1699209204684,Remain
North East,68.18983245745395,Leave
Greater London,78.52847539130522,Remain
Greater London,70.95324008137362,Remain
Northern Ireland,75.145916668046,Leave
Wales,60.98249913433977,Leave
Greater London,60.52646993885867,Remain
South East,73.3889918891857,Leave
South East,64.00546987031632,Remain
Wales,78.46239037732269,Leave
South East,60.00565376752361,Remain
Northern Ireland,63.34941624453562,Remain
North East,78.23224916070032,Leave
South East,70.12594594946091,Leave
Greater London,65.07287084717188,Leave
South East,66.38835773787017,Remain
West Midlands,74.48902108774108,Leave
South East,77.69718814479742,Remain
Wales,62.91828161138242,Leave
Greater London,69.86144336187292,Remain
Wales,69.09613724532163,Remain
Northern Ireland,74.82824650939203,Leave
South East,78.14894816595192,Leave
Northern Ireland,75.89402497970664,Leave
Scotland,69.2092987603524,Leave
South East,73.69710664047075,Leave
North East,60.08473080134565,Remain
West Midlands,72.81152272008777,Leave
Wales,69.62343696979819,Leave
North East,64.67053774347542,Leave
Greater London,61.369428403752465,Leave
Yorkshire,65.62426682007418,Remain
North East,61.752656316604615,Remain
West Midlands,74.66015076478166,Remain
Yorkshire,72.42312718155861,Leave
Wales,73.62239356566492,Leave
North East,79.34104211915616,Leave
South East,64.89928197374016,Remain
West Midlands,63.16256935252752,Leave
Greater London,73.58692871339025,Leave
Yorkshire,68.10839893822019,Remain
East Midlands,67.96030379073872,Remain
Scotland,71.35993858740153,Leave
East Midlands,79.09012292464425,Leave
Greater London,70.01916429359025,Leave
Northern Ireland,68.00944146698103,Remain
South East,79.85619516141854,Remain
Scotland,69.77510795784472,Remain
Northern Ireland,67.38207037725611,Remain
West Midlands,74.1814718626632,Remain
Greater London,70.42116494759767,Remain
Greater London,77.83071206549964,Leave
South East,64.66881813878337,Leave
Scotland,77.75776804426197,Remain
South East,60.18967656339248,Leave
South East,70.81137115119702,Leave
Yorkshire,72.69052661704515,Leave
West Midlands,76.12040420070582,Leave
South East,63.5811894975635,Remain
Wales,73.35955541917639,Remain
South East,61.6603501729148,Leave
West Midlands,72.1247645761418,Remain
West Midlands,75.5717455365097,Remain
East Midlands,77.30618027900148,Remain
Northern Ireland,67.86922693448112,Remain
South East,79.98127526294307,Leave
Wales,75.78541046276631,Leave
South East,64.57693755123891,Leave
Scotland,66.76448116175008,Remain
Greater London,64.22774533941613,Remain
Greater London,78.554457754589,Remain
Yorkshire,75.69001000383119,Leave
South East,67.42721388105046,Remain
North East,65.64838665479829,Leave
North East,75.4128999198248,Remain
Scotland,61.70027389104044,Leave
South East,69.71173594119989,Remain
Yorkshire,69.16376274107687,Remain
West Midlands,74.69006441735753,Leave
South East,66.58188390058694,Remain
West Midlands,67.43226667529342,Remain
Scotland,75.04157813409034,Leave
East Midlands,68.43837777176617,Leave
South East,61.47683469439745,Remain
Greater London,77.83954801254379,Leave
Yorkshire,75.8016412123172,Remain
Greater London,76.03147137660422,Leave
Wales,78.35250882899308,Leave
South East,65.48215238686964,Leave
South East,70.29505504087481,Remain
Scotland,65.13310406895314,Leave
Scotland,75.09051897311583,Remain
North East,62.10166008063739,Remain
Wales,64.24064920465862,Leave
East Midlands,70.79378216483374,Leave
Scotland,77.05141490173872,Remain
North East,66.21972347719374,Remain
Northern Ireland,76.2852449176229,Leave
South East,61.629010227616114,Leave
North East,61.26807390712751,Remain
Yorkshire,78.72874886006318,Remain
Scotland,79.9934330846566,Leave
Yorkshire,79.19607304617804,Leave
South East,67.23471750378378,Remain
Greater London,62.42577671996302,Leave
Greater London,79.02888602155483,Remain
Greater London,64.12128689684195,Leave
North East,72.25924036425924,Remain
South East,70.59182376082589,Leave
Northern Ireland,78.18530949041795,Leave
Greater London,65.37407026167085,Remain
Wales,64.11255233463484,Leave
West Midlands,78.80793151502075,Leave
North East,64.12019382089166,Remain
East Midlands,72.35466541382459,Leave
North East,64.1726737802103,Remain
North East,66.41250089865551,Leave
South East,71.11427198045877,Leave
Scotland,75.94546488722523,Remain
Wales,76.7793423955878,Remain
North East,66.34657896196141,Leave
West Midlands,61.85541997501734,Leave
Greater London,65.06957073117911,Remain
Wales,73.52651907005067,Remain
East Midlands,77.77763994170576,Leave
Wales,77.24812359345168,Leave
Greater London,62.43781466926654,Leave
East Midlands,61.87520489374977,Leave
North East,78.59907954497594,Leave
Yorkshire,65.96811717187136,Leave
North East,63.20295351129554,Leave
Scotland,67.908777966333,Remain
Scotland,62.69069911317945,Leave
Northern Ireland,62.08809948438515,Leave
East Midlands,73.243333072176,Leave
Greater London,78.52154425709463,Leave
Northern Ireland,68.48334505305021,Leave
Greater London,71.7100489608122,Leave
Northern Ireland,69.35216379593642,Leave
West Midlands,73.53743422460795,Leave
North East,72.15550444727944,Remain
South East,64.2891246058566,Remain
West Midlands,68.24720748191726,Remain
Wales,74.95458826663703,Leave
East Midlands,64.18423453634188,Leave
Northern Ireland,75.82040678732399,Leave
West Midlands,71.33688396290191,Leave
Wales,79.58540991089492,Remain
Scotland,73.64694975618167,Remain
Northern Ireland,72.40915304768309,Remain
East Midlands,78.35328115743793,Leave
Greater London,75.79389800522165,Leave
Greater London,72.31751263485,Leave
East Midlands,73.15566886026045,Leave
Wales,73.36901315087198,Leave
South East,61.22662525145233,Leave
East Midlands,63.17931150877696,Remain
Northern Ireland,77.99763923043147,Leave
South East,62.23258156541859,Leave
Northern Ireland,61.45103423835184,Leave
West Midlands,63.02531019825163,Leave
North East,70.33006989113196,Remain
Yorkshire,74.70475772384101,Remain
Northern Ireland,60.395912054301256,Remain
Northern Ireland,65.19915747967929,Remain
Scotland,65.00365096303486,Leave
South East,65.09286560088734,Leave
Greater London,79.0267363795154,Remain
Scotland,76.2057933186965,Remain
Scotland,76.06175814091328,Leave
Greater London,61.707318120415174,Remain
Greater London,66.14460677126932,Remain
Greater London,61.8193730526101,Remain
East Midlands,75.20394856359131,Leave
Scotland,76.81926896737446,Remain
Scotland,75.88389846710604,Leave
East Midlands,61.41415588463164,Remain
Scotland,68.5288734828989,Leave
West Midlands,74.55921766678836,Leave
South East,65.83397786409398,Remain
Scotland,72.59353223080126,Remain
Northern Ireland,61.21021893635147,Leave
Greater London,76.34189251330017,Leave
Greater London,76.73753779635595,Remain
East Midlands,63.044187020581276,Remain
Northern Ireland,61.26812194147548,Leave
North East,70.22505638951068,Leave
West Midlands,71.6019047540779,Leave
Yorkshire,76.76497818045159,Leave
North East,69.84409907177624,Leave
East Midlands,75.77840682438293,Remain
Greater London,61.444427793321175,Remain
Northern Ireland,73.534896033033,Leave
North East,67.93848039835045,Remain
Northern Ireland,76.24961288948485,Remain
East Midlands,60.34149840302441,Remain
East Midlands,79.65651301281068,Remain
East Midlands,66.3906470511132,Leave
East Midlands,68.13841145037392,Remain
East Midlands,63.70053075512214,Leave
South East,69.5113948589734,Remain
Northern Ireland,62.20080463350372,Remain
Northern Ireland,71.61508508928468,Leave
Northern Ireland,78.44238655471737,Leave
Northern Ireland,79.31347232414993,Leave
Greater London,64.94257781120118,Leave
Yorkshire,74.33823848425482,Leave
Yorkshire,65.24051453911841,Leave
Northern Ireland,72.66288803903709,Leave
East Midlands,73.03807430731703,Leave
Greater London,75.3675743935318,Leave
Scotland,69.7864579140331,Remain
Yorkshire,67.58135728052059,Remain
Scotland,67.41015186040582,Leave
Scotland,72.02383416026956,Leave
Northern Ireland,77.13675115952967,Leave
North East,71.14941645004674,Remain
Wales,65.48474057169005,Remain
Yorkshire,79.54288002491496,Leave
North East,70.24283476881763,Remain
Greater London,73.7428946498527,Leave
North East,79.05039122281967,Remain
Wales,68.41997484696847,Leave
Yorkshire,65.18409814025713,Remain
South East,69.12338328507288,Remain
South East,62.428432211043095,Leave
Wales,62.53807815696434,Leave
Scotland,62.10649122019127,Remain
Northern Ireland,77.37031778533012,Leave
South East,70.9248787372124,Remain
Wales,70.28240333680182,Leave
East Midlands,62.196430707251956,Leave
North East,64.87296233356597,Leave
Greater London,65.25918676784892,Remain
Northern Ireland,61.64209663282928,Remain
East Midlands,78.12785268020392,Remain
Greater London,70.41568111724284,Leave
West Midlands,70.50792975551278,Remain
Greater London,70.10323901480854,Remain
Yorkshire,64.57529615257612,Remain
West Midlands,76.1369940093112,Leave
Wales,66.38615758857257,Remain
Wales,63.37641715975055,Remain
Greater London,72.5681680039925,Leave
Northern Ireland,60.73244429149262,Remain
Yorkshire,70.47481656238148,Remain
Wales,65.09346514659754,Leave
East Midlands,65.96389438812409,Remain
Greater London,76.11026519801506,Remain
Greater London,61.74504489599826,Leave
Yorkshire,65.16292476207965,Leave
South East,72.55996567109271,Leave
Scotland,72.84274083290354,Leave
Scotland,66.42917507514672,Leave
Greater London,75.04775611794204,Leave
East Midlands,68.18880749112975,Leave
North East,76.06473340512913,Remain
Northern Ireland,60.87222300401283,Remain
South East,78.61542916349661,Remain
South East,79.51224241833111,Remain
North East,72.50107706275274,Leave
Yorkshire,71.9997005861838,Remain
Greater London,75.43970664395388,Leave
Scotland,71.62022144633438,Leave
Northern Ireland,73.0910880017827,Leave
East Midlands,78.81424985159177,Remain
Northern Ireland,76.09591624403276,Leave
Scotland,73.41955216438487,Remain
Scotland,72.83308297955699,Remain
Northern Ireland,73.19030481561026,Remain
West Midlands,73.04131577943366,Remain
South East,75.49930602343984,Remain
South East,62.31605299600373,Remain
Yorkshire,64.3763102650545,Remain
Yorkshire,78.73159660401838,Leave
East Midlands,66.4910593326349,Remain
South East,77.32090969525612,Remain
Greater London,66.17692216149287,Remain
Northern Ireland,67.57098270330832,Leave
Greater London,72.2467919822007,Remain
South East,79.27984276742815,Leave
Scotland,68.58477200658525,Leave
South East,79.74170618438126,Remain
Wales,62.99846015570635,Leave
Northern Ireland,67.3607244683552,Remain
East Midlands,78.12644129289535,Leave
Greater London,79.84659178458911,Leave
Northern Ireland,69.84141831941957,Remain
North East,75.53413398313225,Remain
Northern Ireland,63.25545038781547,Remain
Greater London,64.19200445971015,Remain
West Midlands,69.93883234994439,Remain
Greater London,72.42063136433516,Leave
South East,65.95749369691767,Remain
Scotland,68.84059936797551,Leave
North East,78.56844774858449,Remain
Yorkshire,76.83742523465185,Remain
East Midlands,74.0262966433582,Remain
North East,72.75471167849125,Leave
Yorkshire,67.82310793131751,Remain
Greater London,64.4362993438747,Leave
North East,75.17525509070641,Leave
North East,66.02815020686342,Remain
Greater London,72.08866114037968,Remain
Yorkshire,73.29991425185418,Remain
Scotland,75.99048357008584,Remain
Yorkshire,78.06164253375465,Remain
Wales,69.6136785394699,Leave
Wales,60.71023660034404,Leave
Scotland,65.87332679942948,Remain
Yorkshire,69.91369866465958,Leave
West Midlands,62.185703466124295,Remain
Wales,71.1036265247856,Leave
Greater London,77.79540648917654,Leave
East Midlands,77.01926805528826,Remain
Northern Ireland,65.93798938044974,Leave
Northern Ireland,72.76352717149854,Leave
East Midlands,76.33003539386314,Leave
Yorkshire,73.62039653745882,Remain
Greater London,66.85858598487293,Remain
Scotland,77.62907952517484,Remain
East Midlands,62.89267994950579,Leave
Greater London,61.80371972137925,Leave
Northern Ireland,76.29906354390116,Remain
Wales,71.53861151304747,Remain
Wales,71.95086986685729,Remain
Scotland,77.5673289063253,Leave
Wales,62.88852893894722,Leave
South East,77.79725524211705,Leave
South East,78.909623524659,Remain
Yorkshire,65.69187200029371,Remain
Greater London,66.3474455312222,Leave
Scotland,67.84994716848455,Leave
Northern Ireland,70.17153341544419,Leave
Scotland,73.60008582648936,Leave
Northern Ireland,60.615709142930626,Leave
East Midlands,62.373898514222525,Remain
Wales,76.56879828801728,Leave
South East,63.6813175871106,Leave
West Midlands,76.54066849475161,Leave
Scotland,75.14465886428022,Remain
Northern Ireland,66.18676032313932,Remain
North East,62.6301610293872,Remain
Greater London,68.09288591374403,Remain
Yorkshire,74.32609055746963,Leave
Greater London,60.5376482697674,Remain
Wales,74.94719839454876,Leave
Yorkshire,79.16939253703978,Leave
North East,71.07125220060527,Remain
Scotland,61.695319289546596,Leave
Yorkshire,79.58407667726466,Leave
East Midlands,62.030862850599775,Remain
Northern Ireland,77.72163991226722,Remain
Scotland,76.52227166891602,Remain
Yorkshire,65.1508998992347,Remain
Yorkshire,68.3956573454172,Remain
Northern Ireland,72.05028131864384,Leave
Scotland,73.77069255458827,Leave
East Midlands,66.27642077066888,Remain
North East,68.72582936300088,Leave
South East,67.94654503700066,Remain
Greater London,61.99117475785557,Leave
Scotland,69.3224569675813,Leave
Wales,64.96546568909123,Leave
North East,61.05601118326314,Leave
Scotland,66.96508875415002,Leave
West Midlands,67.9732296584783,Leave
West Midlands,70.49637110953466,Leave
East Midlands,76.22410801360877,Leave
Wales,67.99048168336756,Remain
Greater London,78.47382129719978,Leave
West Midlands,62.34410219126907,Remain
Yorkshire,79.84749947591757,Leave
Northern Ireland,64.05502741935072,Remain
Wales,73.64026383288436,Remain
South East,66.15923330995302,Leave
West Midlands,66.73938232369876,Remain
Yorkshire,73.25286264375308,Leave
South East,64.53377699888946,Remain
Greater London,78.2451548420347,Remain
Greater London,78.43110943378545,Leave
Yorkshire,70.53553159967609,Remain
Yorkshire,69.75520355433733,Leave
Scotland,75.47064408712194,Leave
Greater London,72.8373919450623,Remain
Scotland,77.81759364508059,Remain
Yorkshire,77.33854892729323,Leave
Yorkshire,78.76634052607483,Remain
Greater London,66.04205173530734,Remain
North East,65.25878560902845,Leave
West Midlands,60.238647232429,Remain
North East,64.90251406039647,Leave
Yorkshire,72.52475247505261,Leave
Scotland,62.13634724795648,Remain
Northern Ireland,70.40364006551272,Leave
Northern Ireland,73.15437850227651,Remain
West Midlands,63.648103395563034,Remain
East Midlands,60.7342528350548,Remain
West Midlands,72.84007708250444,Remain
Northern Ireland,72.77243352014918,Leave
Northern Ireland,69.96514680377469,Remain
East Midlands,67.44172485642336,Leave
South East,65.44893172869985,Remain
Scotland,76.04266289669559,Leave
Northern Ireland,70.2027650026252,Leave
West Midlands,75.70253779408469,Leave
Yorkshire,61.786655838927665,Leave
Yorkshire,76.28067765451082,Remain
North East,76.76862328396955,Leave
Northern Ireland,60.76215008950722,Leave
Scotland,79.31944044077585,Remain
South East,62.29189878180399,Remain
Wales,71.85877327585962,Leave
Northern Ireland,78.00712234684352,Remain
East Midlands,69.29036436582783,Remain
Wales,61.964851163511796,Leave
Scotland,75.6566400171187,Leave
Greater London,75.43083080001053,Leave
East Midlands,63.31694212074484,Remain
East Midlands,71.51529263382125,Remain
Scotland,72.34946466637145,Leave
West Midlands,79.63443131387027,Remain
Scotland,73.64959313302714,Remain
Yorkshire,71.05932271827218,Leave
Scotland,61.20690566015048,Leave
Scotland,77.05911461019416,Leave
Yorkshire,72.46951684892348,Leave
East Midlands,74.24019365867505,Leave
Yorkshire,74.09888244411816,Remain
Greater London,69.36393223486999,Remain
East Midlands,62.783809299602716,Leave
Northern Ireland,77.65251299338955,Leave
East Midlands,65.94691562292422,Leave
West Midlands,63.68188642860358,Leave
Greater London,79.9473309835661,Leave
West Midlands,70.34317016026128,Remain
Scotland,69.38814254979035,Remain
Northern Ireland,78.08389763455898,Remain
Yorkshire,76.54235313118019,Leave
West Midlands,73.75641280934876,Remain
Yorkshire,62.89828120508196,Remain
Scotland,70.23124825537772,Leave
West Midlands,69.44826602333997,Leave
Yorkshire,67.36099791113125,Leave
Scotland,67.06713106577912,Leave
South East,65.40255956569962,Remain
South East,70.28115528065598,Leave
North East,78.68807230319334,Leave
North East,78.09705365231314,Leave
East Midlands,66.87092969527248,Remain
Yorkshire,63.111769773532636,Remain
West Midlands,68.22023164213394,Remain
Yorkshire,67.73278297424791,Remain
North East,66.4728749133599,Remain
Wales,66.84871219218496,Leave
East Midlands,73.32982927896086,Leave
Northern Ireland,74.55567245688692,Leave
East Midlands,69.01444721799513,Remain
South East,70.44708696567486,Remain
Greater London,76.31192678377629,Leave
Greater London,68.28509639734641,Remain
Wales,68.60113111003463,Remain
Greater London,63.90465610643307,Remain
Wales,67.75568038448094,Remain
Yorkshire,70.63006480509496,Leave
Yorkshire,76.86681125256922,Leave
Northern Ireland,79.67953222902757,Leave
Scotland,62.75355212868416,Remain
West Midlands,60.97337480927777,Leave
South East,70.78835317736241,Leave
Northern Ireland,65.78372171917907,Remain
Wales,69.36103919166182,Remain
Greater London,71.17918347162305,Leave
East Midlands,61.477318080101384,Remain
East Midlands,72.61493068284182,Remain
Northern Ireland,71.79742285489094,Leave
Yorkshire,61.48017088510866,Leave
Yorkshire,75.9019117642719,Leave
South East,68.51369504786369,Leave
Northern Ireland,73.10031301989589,Remain
Yorkshire,77.68375692964183,Remain
Yorkshire,74.02054078884896,Remain
Yorkshire,60.60123849759633,Remain
Greater London,75.21831118543926,Leave
North East,76.19305130541518,Leave
Scotland,67.76371799119057,Leave
North East,77.48359259047405,Remain
South East,73.514412032171,Remain
Scotland,73.23142275647301,Remain
East Midlands,74.81359237078655,Remain
Greater London,64.68694912716708,Remain
North East,73.48179665971362,Leave
Northern Ireland,60.098165708585206,Remain
North East,66.2887446776741,Leave
West Midlands,68.42354962835695,Remain
Yorkshire,74.12169316799339,Leave
South East,65.07685451341756,Leave
Scotland,64.25872401665134,Remain
Northern Ireland,69.30446112820862,Remain
Scotland,73.86889300603642,Remain
South East,69.96919711405495,Remain
Wales,64.36834866960207,Remain
Scotland,72.49433801086928,Leave
Northern Ireland,79.24452856714255,Remain
Scotland,60.330131156619444,Remain
East Midlands,70.92331967936744,Leave
Northern Ireland,61.70969596555818,Leave
North East,63.44680982714772,Remain
East Midlands,64.6394146448902,Leave
East Midlands,67.52732067808009,Remain
South East,64.96217909130192,Leave
Greater London,74.11150664392646,Remain
Yorkshire,74.17845802320298,Remain
Greater London,78.9458281882637,Remain
Yorkshire,75.92940414184567,Leave
South East,71.94227571842146,Remain
South East,71.27484557090105,Remain
North East,71.39784293880388,Leave
Greater London,75.25973194252583,Leave
East Midlands,76.06461886278723,Remain
Greater London,64.68178951118973,Leave
Wales,70.10566399332572,Leave
South East,65.40199449597894,Leave
South East,69.03225345839671,Remain
Greater London,69.39543989750784,Leave
Wales,64.42410907156123,Remain
Wales,79.8563951825407,Remain
Wales,62.71174342899915,Remain
Greater London,72.11525297559173,Remain
North East,76.68457881820548,Leave
Wales,73.2089330319683,Remain
Northern Ireland,76.24517304656686,Leave
Greater London,66.95152432611546,Leave
Yorkshire,78.01661945912431,Leave
Wales,61.058654769707175,Leave
North East,60.2512071941406,Leave
Yorkshire,78.85740992484924,Leave
South East,62.759778153241314,Leave
West Midlands,61.09902977201473,Leave
Yorkshire,60.46946045677453,Remain
North East,64.13508946720012,Leave
Greater London,79.88088393570422,Leave
North East,71.36360667773222,Leave
East Midlands,69.32526455063906,Leave
South East,78.96856608626885,Remain
Yorkshire,75.5187224532027,Leave
South East,60.03128202703973,Remain
Scotland,70.51994672209489,Remain
Scotland,70.78285293003961,Leave
North East,68.69800647332667,Leave
Greater London,64.24489223688565,Leave
Wales,61.96370226045655,Leave
Northern Ireland,70.68989626557884,Remain
West Midlands,69.95925016448255,Leave
North East,60.60606773251041,Leave
Scotland,62.866135130749974,Leave
Greater London,79.43584161180192,Remain
West Midlands,78.6439284478262,Leave
South East,62.38026241747118,Leave
Scotland,66.89227013270622,Remain
Northern Ireland,77.13665336971381,Remain
South East,62.481741034211694,Remain
West Midlands,60.57411650224469,Leave
South East,77.03431363452647,Leave
North East,63.32643264823371,Remain
West Midlands,66.02414414001058,Leave
Northern Ireland,67.83825374984052,Leave
Yorkshire,62.4728233625381,Remain
Scotland,69.60368000236558,Leave
East Midlands,75.32009122918066,Remain
Northern Ireland,67.48870819992347,Remain
South East,67.74016549223562,Leave
West Midlands,78.88425341630702,Remain
Yorkshire,70.59389115719415,Leave
West Midlands,60.469969839623595,Leave
Yorkshire,64.87873031094324,Remain
Wales,68.09341731044306,Leave
Wales,64.55285818224853,Remain
Scotland,71.99600059665849,Remain
Wales,69.08282287672367,Leave
Wales,75.59430882515088,Remain
East Midlands,76.3493913497425,Leave
North East,62.635492834436036,Remain
Scotland,72.61088600778055,Leave
South East,79.13552323038877,Leave
Wales,75.68731232253077,Remain
Scotland,66.95333345193953,Remain
Wales,65.55306745546555,Leave
North East,65.01465596924461,Remain
North East,75.91733527912217,Remain
Greater London,60.4180437900312,Leave
Greater London,77.36431535754527,Leave
Wales,77.89910670667926,Leave
South East,66.87270602322587,Leave
Scotland,72.61803787263345,Remain
Northern Ireland,66.98697019045483,Leave
Wales,60.730133753476586,Remain
Scotland,61.291243711517026,Leave
Northern Ireland,70.27021444510974,Remain
Greater London,62.530373145435775,Leave
South East,70.60156038032811,Leave
South East,61.75715451002814,Remain
North East,67.60961542078246,Leave
Yorkshire,62.10715854100418,Remain
Northern Ireland,71.39102618872843,Remain
East Midlands,79.49480699491457,Remain
West Midlands,60.665164202287045,Leave
West Midlands,63.36283517524778,Remain
Northern Ireland,69.5202777680213,Remain
West Midlands,65.38689123973388,Leave
North East,66.4901070483687,Leave
East Midlands,60.77281797752928,Remain
Wales,63.04717554975754,Remain
Greater London,65.15891433853339,Leave
Yorkshire,79.63625920567756,Remain
West Midlands,70.84665077880601,Remain
Wales,71.52273803953145,Leave
East Midlands,62.86610530727287,Leave
East Midlands,74.80310515527049,Leave
Yorkshire,76.96816920871858,Leave
East Midlands,77.00437742091714,Leave
Northern Ireland,65.04183561380151,Leave
Wales,61.288343483250486,Remain
West Midlands,71.35899052808091,Remain
North East,75.18715102119474,Leave
Scotland,66.73109298330142,Remain
West Midlands,74.5731720095908,Remain
South East,75.6364355304087,Remain
Northern Ireland,65.43460685217372,Leave
Wales,63.02529326634984,Remain
West Midlands,71.9078285995605,Remain
Greater London,66.51458842040054,Leave
North East,60.408275012844356,Leave
North East,71.46325894713192,Leave
South East,76.18304608793775,Leave
Yorkshire,71.81203206000573,Remain
Wales,67.9360225901571,Leave
Greater London,73.35894016182942,Leave
South East,79.40092297385144,Remain
Scotland,67.1218341663685,Remain
East Midlands,68.13372306989503,Remain
West Midlands,71.36608244276478,Remain
Northern Ireland,76.02278958540919,Leave
Greater London,64.57757834719769,Leave
Scotland,78.64721596672338,Leave
East Midlands,61.77449215442091,Remain
South East,64.89014733838184,Leave
Greater London,66.78422734180504,Leave
West Midlands,76.25912295629524,Leave
South East,61.76931334737383,Leave
Greater London,79.79083151322374,Remain
West Midlands,74.7868337579796,Leave
Wales,66.33681076019597,Leave
West Midlands,66.092425440541,Remain
North East,64.44049603907058,Leave
Scotland,78.99114282419654,Leave
Greater London,62.978882381679576,Remain
North East,72.80528727178528,Leave
West Midlands,61.652254998608484,Leave
Scotland,76.18317091626652,Leave
Yorkshire,60.21488510728616,Remain
Greater London,71.60656434584145,Leave
